,C4,grupo
812,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5249838e-03, 1.4671448e-03, 4.0494427e-03, ..., 9.4741873e-17,
       9.6281428e-17, 3.3773553e-17], shape=(1025,), dtype=float32))",SV
813,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.3191316e-02, 9.3146227e-03, 2.5505366e-02, ..., 1.5071722e-16,
       1.4532632e-16, 6.4501109e-17], shape=(1025,), dtype=float32))",SV
814,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6105233e-02, 6.8126461e-03, 9.2003942e-03, ..., 1.1989554e-16,
       9.8855759e-17, 2.2796578e-17], shape=(1025,), dtype=float32))",SV
815,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2802900e-03, 8.2337146e-04, 5.1616607e-03, ..., 7.4018424e-17,
       6.4657406e-17, 2.3764466e-17], shape=(1025,), dtype=float32))",SV
816,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.0968739e-03, 3.2228907e-03, 6.8214484e-03, ..., 8.2639916e-17,
       8.0834194e-17, 3.6802470e-17], shape=(1025,), dtype=float32))",SV
817,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4241485e-02, 6.0239066e-03, 8.6104497e-03, ..., 8.4422497e-17,
       8.5971574e-17, 2.4413519e-17], shape=(1025,), dtype=float32))",SV
818,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.1624297e-03, 3.4475636e-03, 1.1069543e-02, ..., 1.3236135e-16,
       6.3104974e-17, 3.7673567e-17], shape=(1025,), dtype=float32))",SV
819,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.5642635e-03, 1.2952213e-03, 1.2339489e-02, ..., 8.5107316e-17,
       8.4217581e-17, 3.1570185e-17], shape=(1025,), dtype=float32))",SV
820,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.4845228e-03, 3.8677040e-03, 1.3740698e-02, ..., 7.1763106e-17,
       1.2169844e-16, 3.6529189e-17], shape=(1025,), dtype=float32))",SV
821,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6075529e-03, 6.1487674e-04, 1.5596948e-03, ..., 7.3303171e-17,
       9.3391960e-17, 3.5965532e-17], shape=(1025,), dtype=float32))",SV
822,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.5812150e-03, 2.3067952e-03, 3.3460932e-03, ..., 5.5102686e-17,
       7.8925339e-17, 3.8077800e-17], shape=(1025,), dtype=float32))",SV
823,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.3744668e-03, 1.9118492e-03, 4.2011384e-03, ..., 9.7039297e-17,
       9.7476346e-17, 1.5326772e-17], shape=(1025,), dtype=float32))",SV
824,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9681044e-02, 9.5185088e-03, 2.9810620e-02, ..., 2.1093542e-16,
       1.1683745e-16, 4.9646894e-17], shape=(1025,), dtype=float32))",SV
825,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.4430690e-03, 1.7932634e-03, 4.8730415e-03, ..., 7.3371509e-17,
       8.0771798e-17, 3.0403030e-17], shape=(1025,), dtype=float32))",SV
826,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8194552e-03, 1.1818631e-03, 1.0793790e-02, ..., 8.5803154e-17,
       7.7943562e-17, 2.8296452e-17], shape=(1025,), dtype=float32))",SV
827,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4368190e-03, 8.7139348e-04, 3.5763462e-03, ..., 8.4939359e-17,
       8.0890594e-17, 2.4453373e-17], shape=(1025,), dtype=float32))",SV
828,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.6977109e-03, 1.0956796e-03, 2.2863934e-03, ..., 7.9045035e-17,
       7.8105662e-17, 3.0653543e-17], shape=(1025,), dtype=float32))",SV
829,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.6860954e-03, 1.4467735e-03, 5.6419754e-03, ..., 8.9387592e-17,
       3.9770354e-17, 4.9851859e-17], shape=(1025,), dtype=float32))",SV
830,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.5420465e-04, 5.1636633e-04, 1.4829027e-03, ..., 5.7344845e-17,
       6.1341133e-17, 3.0596607e-17], shape=(1025,), dtype=float32))",SV
831,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.5199691e-03, 1.0918918e-03, 1.9878300e-03, ..., 5.6240619e-17,
       9.9771554e-17, 2.0980369e-17], shape=(1025,), dtype=float32))",SV
832,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.90544818e-03, 4.17267811e-03, 1.33736115e-02, ...,
       4.21424898e-17, 6.64947466e-17, 6.47003867e-17],
      shape=(1025,), dtype=float32))",SV
833,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.1908686e-03, 2.4266539e-03, 4.1516158e-03, ..., 7.8195296e-17,
       8.3479220e-17, 2.9423757e-17], shape=(1025,), dtype=float32))",SV
834,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6550557e-03, 1.9469690e-03, 2.0230932e-03, ..., 7.8364305e-17,
       3.9604839e-17, 3.6483638e-17], shape=(1025,), dtype=float32))",SV
835,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.9259250e-03, 1.1205632e-03, 2.0708602e-03, ..., 9.9037587e-17,
       4.3214638e-17, 4.6192396e-17], shape=(1025,), dtype=float32))",SV
836,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.5814550e-03, 1.0333138e-03, 4.1592303e-03, ..., 4.4752350e-17,
       1.0596835e-16, 2.4276876e-17], shape=(1025,), dtype=float32))",SV
837,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7503910e-02, 6.8423953e-03, 4.0074866e-02, ..., 1.9303363e-16,
       2.1045664e-16, 1.8036854e-17], shape=(1025,), dtype=float32))",SV
838,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8681982e-02, 1.2603963e-02, 2.2657860e-02, ..., 3.7221505e-16,
       2.7714299e-16, 1.0275541e-16], shape=(1025,), dtype=float32))",SV
839,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.0182850e-03, 4.9803010e-03, 2.2629742e-02, ..., 1.0276680e-16,
       1.3729118e-16, 5.5408667e-17], shape=(1025,), dtype=float32))",SV
840,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.8669069e-03, 1.0192435e-03, 5.8515947e-03, ..., 7.8003833e-17,
       1.0274372e-16, 5.1520038e-17], shape=(1025,), dtype=float32))",SV
841,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.2251072e-03, 5.7165571e-03, 1.9988647e-02, ..., 5.3828732e-17,
       8.7272054e-17, 3.9677664e-17], shape=(1025,), dtype=float32))",SV
842,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.4386180e-02, 1.6638642e-02, 1.8801644e-02, ..., 1.2356159e-16,
       1.0421880e-16, 1.1997810e-16], shape=(1025,), dtype=float32))",SV
843,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.7883443e-03, 2.8915787e-03, 4.7010137e-03, ..., 6.3379584e-17,
       8.5624278e-17, 3.0112666e-17], shape=(1025,), dtype=float32))",SV
844,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.1697814e-03, 3.2302055e-03, 6.4503369e-03, ..., 8.0348837e-17,
       4.9004939e-17, 3.3615561e-17], shape=(1025,), dtype=float32))",SV
845,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.0784777e-02, 4.8310864e-03, 6.4308620e-03, ..., 1.4098409e-16,
       8.9489137e-17, 4.3845268e-17], shape=(1025,), dtype=float32))",SV
846,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.7634362e-03, 3.5220932e-03, 8.7417793e-03, ..., 7.9580929e-17,
       5.6631961e-17, 6.4791482e-17], shape=(1025,), dtype=float32))",SV
847,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.6023045e-03, 2.9762546e-03, 7.5213984e-03, ..., 1.2299420e-16,
       8.3130679e-17, 4.2404822e-17], shape=(1025,), dtype=float32))",SV
848,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8421904e-03, 1.3741980e-03, 1.6268134e-02, ..., 1.4848306e-16,
       3.2207144e-17, 2.7112218e-17], shape=(1025,), dtype=float32))",SV
849,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.4477928e-03, 2.2497829e-03, 1.6499364e-03, ..., 8.0333127e-17,
       6.0180407e-17, 4.2205557e-17], shape=(1025,), dtype=float32))",SV
850,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.5004624e-03, 3.1739599e-03, 6.9198133e-03, ..., 4.0965094e-17,
       8.2396520e-17, 3.4690198e-17], shape=(1025,), dtype=float32))",SV
851,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6969529e-02, 1.6439471e-02, 3.2197616e-01, ..., 1.1774343e-16,
       2.5938171e-16, 3.2432177e-16], shape=(1025,), dtype=float32))",SV
852,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2807174e-02, 5.8869561e-03, 6.1466275e-03, ..., 6.8788009e-17,
       9.6956804e-17, 2.8786090e-17], shape=(1025,), dtype=float32))",SV
853,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.9878022e-03, 1.9160019e-03, 1.6548128e-03, ..., 7.1285036e-17,
       8.3920438e-17, 3.1644201e-17], shape=(1025,), dtype=float32))",SV
854,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.5283634e-03, 1.0835992e-03, 6.2806802e-03, ..., 7.8583859e-17,
       7.1940493e-17, 3.0710473e-17], shape=(1025,), dtype=float32))",SV
855,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4826138e-03, 1.0809664e-03, 1.2075440e-03, ..., 9.0300985e-17,
       6.8452465e-17, 1.7769262e-17], shape=(1025,), dtype=float32))",SV
856,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5710703e-03, 1.3615794e-03, 3.5032320e-03, ..., 4.2400018e-17,
       7.5866835e-17, 2.3138187e-17], shape=(1025,), dtype=float32))",SV
857,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4392725e-03, 1.2277140e-03, 2.5491747e-03, ..., 1.0050792e-16,
       4.8521548e-17, 1.7063275e-17], shape=(1025,), dtype=float32))",SV
858,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.4729975e-03, 1.7139396e-03, 5.4254425e-03, ..., 6.8681038e-17,
       7.0429453e-17, 3.7121302e-17], shape=(1025,), dtype=float32))",SV
859,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.3540484e-03, 3.3880719e-03, 1.6266268e-03, ..., 9.5610531e-17,
       9.3474208e-17, 1.4689105e-17], shape=(1025,), dtype=float32))",SV
860,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4122596e-03, 9.8175649e-04, 3.3850456e-03, ..., 4.9877482e-17,
       5.2944291e-17, 2.1521246e-17], shape=(1025,), dtype=float32))",SV
861,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4436249e-03, 1.0649473e-03, 1.9952557e-03, ..., 6.3406061e-17,
       6.2496658e-17, 2.6440390e-17], shape=(1025,), dtype=float32))",SV
862,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.3241410e-03, 1.8900129e-03, 4.6452703e-03, ..., 8.9965242e-17,
       8.7793192e-17, 3.6096481e-17], shape=(1025,), dtype=float32))",SV
863,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3867375e-03, 1.5681859e-03, 1.9634378e-03, ..., 5.1110822e-17,
       7.8786148e-17, 1.1369822e-17], shape=(1025,), dtype=float32))",SV
864,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.7581723e-02, 1.4265931e-02, 7.3233820e-02, ..., 2.1752686e-16,
       1.9797857e-16, 8.2076791e-17], shape=(1025,), dtype=float32))",SV
865,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.6696473e-02, 9.8646739e-03, 1.8293429e-02, ..., 2.2694096e-16,
       1.6682546e-16, 1.9705034e-17], shape=(1025,), dtype=float32))",SV
866,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9440561e-03, 2.0472133e-03, 6.0231020e-03, ..., 1.1753560e-16,
       7.4297594e-17, 5.1924278e-17], shape=(1025,), dtype=float32))",SV
867,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.2487116e-03, 2.1912912e-03, 3.9180545e-03, ..., 1.5685743e-16,
       8.6682268e-17, 2.5439764e-17], shape=(1025,), dtype=float32))",SV
868,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9658984e-03, 1.5726734e-03, 5.1039075e-03, ..., 7.1170990e-17,
       4.7313173e-17, 3.1723912e-17], shape=(1025,), dtype=float32))",SV
869,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.1471168e-03, 3.3900379e-03, 1.8405322e-02, ..., 8.2327486e-17,
       1.1650941e-16, 4.3480885e-17], shape=(1025,), dtype=float32))",SV
870,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.8480327e-02, 7.9999333e-03, 5.2137477e-03, ..., 1.2082427e-16,
       1.3281753e-16, 5.2675811e-17], shape=(1025,), dtype=float32))",SV
871,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6082218e-03, 1.7837266e-03, 5.3827902e-03, ..., 7.0229434e-17,
       7.4233815e-17, 4.5758268e-17], shape=(1025,), dtype=float32))",SV
872,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2446827e-03, 4.8011218e-04, 1.6486625e-03, ..., 5.2019327e-17,
       5.9496031e-17, 1.8275978e-17], shape=(1025,), dtype=float32))",SV
873,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.1070436e-03, 1.3498166e-03, 5.8496227e-03, ..., 8.4156323e-17,
       4.8581505e-17, 1.1369823e-17], shape=(1025,), dtype=float32))",SV
874,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.5700117e-02, 5.1633688e-03, 1.1163418e-02, ..., 4.8018569e-17,
       4.4521944e-17, 6.2400229e-17], shape=(1025,), dtype=float32))",SV
875,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9434020e-03, 7.5878989e-04, 2.1070512e-03, ..., 5.3700638e-17,
       6.8644708e-17, 2.3462710e-17], shape=(1025,), dtype=float32))",SV
876,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.84380780e-02, 1.39228981e-02, 2.44846605e-02, ...,
       1.07300215e-16, 1.86633876e-16, 7.85468541e-17],
      shape=(1025,), dtype=float32))",SV
877,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.2850810e-03, 2.3043014e-03, 1.8376124e-03, ..., 5.9121318e-17,
       7.4415722e-17, 2.2301249e-17], shape=(1025,), dtype=float32))",SV
878,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.0127532e-02, 1.7766140e-02, 1.8836318e-01, ..., 3.9229571e-16,
       1.1217483e-15, 1.1635137e-16], shape=(1025,), dtype=float32))",SV
879,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7348093e-03, 1.4379005e-03, 2.7897991e-03, ..., 5.0899457e-17,
       7.6144404e-17, 2.3008661e-17], shape=(1025,), dtype=float32))",SV
880,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.63011272e-03, 2.29201070e-03, 1.22044785e-02, ...,
       8.48951014e-17, 2.21979105e-16, 2.37075340e-17],
      shape=(1025,), dtype=float32))",SV
881,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5770931e-03, 1.4038270e-03, 3.8023812e-03, ..., 7.0292948e-17,
       4.8638895e-17, 3.8948898e-17], shape=(1025,), dtype=float32))",SV
882,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.0022019e-03, 1.2015320e-03, 1.3170707e-03, ..., 1.1063408e-16,
       7.1663692e-17, 1.4506913e-17], shape=(1025,), dtype=float32))",SV
883,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.2725738e-03, 9.2964649e-04, 1.8247558e-03, ..., 3.0273679e-17,
       6.8304532e-17, 3.4547860e-17], shape=(1025,), dtype=float32))",SV
884,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.1093187e-03, 1.4982914e-03, 2.8161923e-03, ..., 7.0273916e-17,
       8.8125824e-17, 1.2411724e-17], shape=(1025,), dtype=float32))",SV
885,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6413015e-03, 2.0993405e-03, 2.5878544e-03, ..., 4.2183948e-17,
       6.2100790e-17, 4.6509805e-17], shape=(1025,), dtype=float32))",SV
886,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.3299994e-03, 1.7766779e-03, 3.0878673e-03, ..., 8.8840621e-17,
       6.6999876e-17, 2.7379809e-17], shape=(1025,), dtype=float32))",SV
887,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7106196e-03, 1.5727981e-03, 1.0982916e-03, ..., 7.5856697e-17,
       5.7955152e-17, 2.8075833e-17], shape=(1025,), dtype=float32))",SV
888,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9664446e-03, 2.1764014e-03, 2.3543686e-02, ..., 2.1837947e-16,
       1.0712327e-16, 1.7359333e-17], shape=(1025,), dtype=float32))",SV
889,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.1518042e-03, 1.2094938e-03, 2.0426994e-03, ..., 9.0439230e-17,
       2.9927672e-17, 4.2319427e-17], shape=(1025,), dtype=float32))",SV
890,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.4087577e-03, 3.6011706e-03, 4.7546411e-03, ..., 7.9036492e-17,
       5.3332738e-17, 1.5155967e-17], shape=(1025,), dtype=float32))",SV
891,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.2001685e-03, 1.1026901e-03, 2.5257389e-03, ..., 6.7357086e-17,
       5.4285382e-17, 1.8970580e-17], shape=(1025,), dtype=float32))",SV
892,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6748719e-03, 6.7183841e-04, 1.4694242e-03, ..., 6.4606128e-17,
       2.7698656e-17, 1.7934371e-17], shape=(1025,), dtype=float32))",SV
893,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3918878e-03, 1.0908948e-03, 2.8408282e-03, ..., 7.2869318e-17,
       4.5727821e-17, 3.1429273e-17], shape=(1025,), dtype=float32))",SV
894,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.7789900e-03, 1.3263702e-03, 1.7666904e-03, ..., 5.3262964e-17,
       4.5734704e-17, 3.3414864e-17], shape=(1025,), dtype=float32))",SV
895,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4457290e-03, 1.0387728e-03, 1.7361010e-03, ..., 4.9934415e-17,
       4.8187532e-17, 1.8442511e-17], shape=(1025,), dtype=float32))",SV
896,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8450692e-03, 1.2249057e-03, 2.2814679e-03, ..., 4.1793489e-17,
       7.4144619e-17, 1.1477999e-17], shape=(1025,), dtype=float32))",SV
897,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9136019e-03, 1.5779573e-03, 1.8474858e-03, ..., 3.6712085e-17,
       5.9176183e-17, 4.1871065e-17], shape=(1025,), dtype=float32))",SV
